"URls","HTTP Status Code"
"https://www.washingtonpost.com/lifestyle/travel/correction-travel-ski-vacations-story/2017/09/22/321df36a-9ff1-11e7-b2a7-bc70b6f98089_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/travel-deals-kids-fly-to-scandinavia-for-cost-of-taxes-and-40-percent-off-a-gorilla-trip/2017/09/28/4d05f66a-a2de-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/people/andrea-sachs/","200"
"https://www.washingtonpost.com/lifestyle/style/carolyn-hax-close-friend-one-day-estranger-the-next/2017/09/28/be079a28-9fe4-11e7-9083-fbfddf6804c2_story.html?tid=pm_lifestyle_pop","200"
"https://www.washingtonpost.com/news/food/wp/2017/09/01/these-are-the-5-recipes-our-readers-loved-most-this-week/?tid=pm_lifestyle_pop","200"
"https://www.washingtonpost.com/lifestyle/travel/qatar-airways-unveils-the-first-double-beds-in-business-class/2017/09/25/d228bc14-9fb5-11e7-9c8d-cf053ff30921_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/a-different-kind-of-coasting-maine-to-canada-via-the-bay-of-fundy-and-st-john-river/2017/09/26/e703cf40-9fc7-11e7-9c8d-cf053ff30921_story.html","200"
"https://www.washingtonpost.com/pb/gr/c/default/r0XNPX55oFaPtq/css/aeb3e75030.css?_=9565d","200"
"https://www.washingtonpost.com/lifestyle/style/carolyn-hax-my-boyfriend-got-married-behind-my-back-deal-breaker/2017/09/26/1bb04c4a-9fdd-11e7-9083-fbfddf6804c2_story.html?utm_term=.54ea85df7af7","200"
"https://www.washingtonpost.com/lifestyle/travel/first-airline-flights-land-in-puerto-rico-since-maria-hit/2017/09/22/e4015956-9fb9-11e7-b2a7-bc70b6f98089_story.html","200"
"https://www.washingtonpost.com/news/food/wp/2017/09/29/jose-andres-a-naturalized-u-s-citizen-has-become-the-face-of-american-disaster-relief/?tid=pm_lifestyle_pop","200"
"https://www.washingtonpost.com/lifestyle/travel/public-invited-to-vote-on-main-street-preservation-projects/2017/09/25/b7ae7c26-a1df-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/wp-stat/advertising/subscribe.png","200"
"https://www.washingtonpost.com/lifestyle/travel/in-portugal-uncorking-some-unexpected-culinary-delights/2017/09/28/c1fd3d08-9fd1-11e7-8ea1-ed975285475e_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/police-drag-woman-off-southwest-airlines-flight/2017/09/27/e1643cf4-a3a6-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/got-a-complaint-about-the-travel-industry-its-got-a-complaint-about-you-too/2017/09/26/707c59ec-97d3-11e7-87fc-c3f7ee4035c9_story.html","200"
"https://www.washingtonpost.com/people/megan-mcdonough/","200"
"https://www.washingtonpost.com/lifestyle/style/how-a-fake-id-led-to-a-real-romance--and-a-marriage-14-years-later/2017/09/27/c7e6ca62-a1fd-11e7-8cfe-d5b912fabc99_story.html?utm_term=.49167980aad8","200"
"https://www.washingtonpost.com/lifestyle/travel/discussions/","200"
"https://www.washingtonpost.com/lifestyle/style/email-hoax-comes-back-to-haunt-jared-kushners-attorney/2017/09/28/c2df2c4a-a490-11e7-ade1-76d061d56efa_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/software-glitch-causes-check-in-delays-at-airports-worldwide/2017/09/28/5bccc59a-a44e-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/28/donald-trump-was-proud-of-his-1990-playboy-cover-hugh-hefner-not-so-much/?tid=pm_lifestyle_pop","200"
"https://www.washingtonpost.com/news/reliable-source/wp/2017/09/27/michelle-obama-says-women-who-voted-against-hillary-clinton-voted-against-their-own-voice/?utm_term=.96c1aa128a11","200"
"https://www.washingtonpost.com/lifestyle/travel/cunard-is-planning-4th-cruise-ship-to-join-its-fleet/2017/09/25/4961e244-a239-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/passenger-stabs-driver-on-greyhound-bound-for-vegas/2017/09/24/2bf098b6-a155-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/lifestyle/travel/why-you-should-visit-milwaukee/2017/08/09/0bb73de8-7cac-11e7-83c7-5bd5460f0d7e_graphic.html","301"
